event_datetime_ts,parameter_group,parameter_name,parameter_value,source
2022-01-13 18:39:59.762,Djinn Status,LPIV,141.0,SysPrm
2022-01-13 18:39:59.762,Djinn Status,IV,157.0,SysPrm
2022-01-13 18:39:29.190,Djinn Status,LPIV,141.0,SysPrm
2022-01-13 18:39:29.190,Djinn Status,IV,157.0,SysPrm
2022-01-13 17:54:29.722,Djinn Status,LPIV,142.0,SysPrm
2022-01-13 17:54:29.722,Djinn Status,IV,157.0,SysPrm
2022-01-13 15:32:13.929,Battery Status,EC,0.0,SysPrm
2022-01-13 15:32:13.929,Battery Status,CS,0.0,SysPrm
2022-01-13 15:32:13.929,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 15:32:13.929,Battery Status,VS,153720.0,SysPrm
2022-01-13 15:31:13.930,Battery Status,EC,0.0,SysPrm
2022-01-13 15:31:13.930,Battery Status,CS,0.0,SysPrm
2022-01-13 15:31:13.930,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 15:31:13.930,Battery Status,VS,153571.0,SysPrm
2022-01-13 15:26:13.935,Battery Status,EC,0.0,SysPrm
2022-01-13 15:26:13.935,Battery Status,CS,0.0,SysPrm
2022-01-13 15:26:13.935,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 15:26:13.935,Battery Status,VS,153621.0,SysPrm
2022-01-13 15:25:13.932,Battery Status,EC,0.0,SysPrm
2022-01-13 15:25:13.932,Battery Status,CS,0.0,SysPrm
2022-01-13 15:25:13.932,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 15:25:13.932,Battery Status,VS,153670.0,SysPrm
2022-01-13 15:24:13.938,Battery Status,EC,0.0,SysPrm
2022-01-13 15:24:13.938,Battery Status,CS,0.0,SysPrm
2022-01-13 15:24:13.938,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 15:24:13.938,Battery Status,VS,153670.0,SysPrm
2022-01-13 15:21:13.939,Battery Status,EC,0.0,SysPrm
2022-01-13 15:21:13.939,Battery Status,CS,0.0,SysPrm
2022-01-13 15:21:13.939,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 15:21:13.939,Battery Status,VS,153571.0,SysPrm
2022-01-13 15:20:13.940,Battery Status,EC,0.0,SysPrm
2022-01-13 15:20:13.940,Battery Status,CS,0.0,SysPrm
2022-01-13 15:20:13.940,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 15:20:13.940,Battery Status,VS,153670.0,SysPrm
2022-01-13 15:19:13.935,Battery Status,EC,0.0,SysPrm
2022-01-13 15:19:13.935,Battery Status,CS,0.0,SysPrm
2022-01-13 15:19:13.935,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 15:19:13.935,Battery Status,VS,153670.0,SysPrm
2022-01-13 15:30:13.932,Battery Status,EC,0.0,SysPrm
2022-01-13 15:30:13.932,Battery Status,CS,0.0,SysPrm
2022-01-13 15:30:13.932,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 15:30:13.932,Battery Status,VS,153521.0,SysPrm
2022-01-13 15:29:13.932,Battery Status,EC,0.0,SysPrm
2022-01-13 15:29:13.932,Battery Status,CS,0.0,SysPrm
2022-01-13 15:29:13.932,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 15:29:13.932,Battery Status,VS,153670.0,SysPrm
2022-01-13 15:28:13.930,Battery Status,EC,0.0,SysPrm
2022-01-13 15:28:13.930,Battery Status,CS,0.0,SysPrm
2022-01-13 15:28:13.930,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 15:28:13.930,Battery Status,VS,153670.0,SysPrm
2022-01-13 15:27:13.931,Battery Status,EC,0.0,SysPrm
2022-01-13 15:27:13.931,Battery Status,CS,0.0,SysPrm
2022-01-13 15:27:13.931,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 15:27:13.931,Battery Status,VS,153670.0,SysPrm
2022-01-13 15:18:13.941,Battery Status,EC,0.0,SysPrm
2022-01-13 15:18:13.941,Battery Status,CS,0.0,SysPrm
2022-01-13 15:18:13.941,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 15:18:13.941,Battery Status,VS,153670.0,SysPrm
2022-01-13 15:17:13.941,Battery Status,BATT C,4294966530.0,SysPrm
