event_datetime_ts,parameter_group,parameter_name,parameter_value,source
2022-01-13 22:59:11.415,Battery Status,EC,1.0,SysPrm
2022-01-13 22:59:11.415,Battery Status,CS,0.0,SysPrm
2022-01-13 22:59:11.415,Battery Status,BATT C,-296.0,SysPrm
2022-01-13 22:59:11.415,Battery Status,VS,149837.0,SysPrm
2022-01-13 22:58:11.440,Battery Status,EC,1.0,SysPrm
2022-01-13 22:58:11.440,Battery Status,CS,0.0,SysPrm
2022-01-13 22:58:11.440,Battery Status,BATT C,-368.0,SysPrm
2022-01-13 22:58:11.440,Battery Status,VS,149788.0,SysPrm
2022-01-13 22:57:11.413,Battery Status,EC,1.0,SysPrm
2022-01-13 22:57:11.413,Battery Status,CS,0.0,SysPrm
2022-01-13 22:57:11.413,Battery Status,BATT C,-296.0,SysPrm
2022-01-13 22:57:11.413,Battery Status,VS,149887.0,SysPrm
2022-01-13 22:56:11.413,Battery Status,EC,1.0,SysPrm
2022-01-13 22:56:11.413,Battery Status,CS,0.0,SysPrm
2022-01-13 22:56:11.413,Battery Status,BATT C,56.0,SysPrm
2022-01-13 22:56:11.413,Battery Status,VS,173383.0,SysPrm
2022-01-13 22:55:11.412,Battery Status,EC,1.0,SysPrm
2022-01-13 22:55:11.412,Battery Status,CS,0.0,SysPrm
2022-01-13 22:55:11.412,Battery Status,BATT C,56.0,SysPrm
2022-01-13 22:55:11.412,Battery Status,VS,175623.0,SysPrm
2022-01-13 22:54:11.411,Battery Status,EC,1.0,SysPrm
2022-01-13 22:54:11.411,Battery Status,CS,0.0,SysPrm
2022-01-13 22:54:11.411,Battery Status,BATT C,-56.0,SysPrm
2022-01-13 22:54:11.411,Battery Status,VS,176768.0,SysPrm
2022-01-13 22:53:11.410,Battery Status,EC,1.0,SysPrm
2022-01-13 22:53:11.410,Battery Status,CS,0.0,SysPrm
2022-01-13 22:53:11.410,Battery Status,BATT C,-72.0,SysPrm
2022-01-13 22:53:11.410,Battery Status,VS,165219.0,SysPrm
2022-01-13 22:52:11.410,Battery Status,EC,1.0,SysPrm
2022-01-13 22:52:11.410,Battery Status,CS,0.0,SysPrm
2022-01-13 22:52:11.410,Battery Status,BATT C,-64.0,SysPrm
2022-01-13 22:52:11.410,Battery Status,VS,159345.0,SysPrm
2022-01-13 22:51:11.436,Battery Status,EC,1.0,SysPrm
2022-01-13 22:51:11.436,Battery Status,CS,0.0,SysPrm
2022-01-13 22:51:11.436,Battery Status,BATT C,-72.0,SysPrm
2022-01-13 22:51:11.436,Battery Status,VS,151480.0,SysPrm
2022-01-13 22:43:11.404,Battery Status,EC,1.0,SysPrm
2022-01-13 22:43:11.404,Battery Status,CS,0.0,SysPrm
2022-01-13 22:43:11.404,Battery Status,BATT C,-616.0,SysPrm
2022-01-13 22:43:11.404,Battery Status,VS,150136.0,SysPrm
2022-01-13 22:42:11.403,Battery Status,EC,1.0,SysPrm
2022-01-13 22:42:11.403,Battery Status,CS,0.0,SysPrm
2022-01-13 22:42:11.403,Battery Status,BATT C,-560.0,SysPrm
2022-01-13 22:42:11.403,Battery Status,VS,150186.0,SysPrm
2022-01-13 22:41:11.402,Battery Status,EC,1.0,SysPrm
2022-01-13 22:41:11.402,Battery Status,CS,0.0,SysPrm
2022-01-13 22:41:11.402,Battery Status,BATT C,-560.0,SysPrm
2022-01-13 22:41:11.402,Battery Status,VS,150285.0,SysPrm
2022-01-13 22:40:11.402,Battery Status,EC,1.0,SysPrm
2022-01-13 22:40:11.402,Battery Status,CS,0.0,SysPrm
2022-01-13 22:40:11.402,Battery Status,BATT C,-544.0,SysPrm
2022-01-13 22:40:11.402,Battery Status,VS,150285.0,SysPrm
2022-01-13 22:39:11.400,Battery Status,EC,1.0,SysPrm
2022-01-13 22:39:11.400,Battery Status,CS,0.0,SysPrm
2022-01-13 22:39:11.400,Battery Status,BATT C,-552.0,SysPrm
2022-01-13 22:39:11.400,Battery Status,VS,150236.0,SysPrm
2022-01-13 22:38:11.401,Battery Status,EC,1.0,SysPrm
2022-01-13 22:38:11.401,Battery Status,CS,0.0,SysPrm
2022-01-13 22:38:11.401,Battery Status,BATT C,-552.0,SysPrm
2022-01-13 22:38:11.401,Battery Status,VS,150285.0,SysPrm
2022-01-13 22:37:11.426,Battery Status,EC,1.0,SysPrm
