event_datetime_ts,parameter_group,parameter_name,parameter_value,source
2022-01-13 16:53:04.426,Battery Status,BATT C,4294967040.0,SysPrm
2022-01-13 16:53:04.426,Battery Status,VS,150584.0,SysPrm
2022-01-13 16:52:04.425,Battery Status,EC,0.0,SysPrm
2022-01-13 16:52:04.425,Battery Status,CS,0.0,SysPrm
2022-01-13 16:52:04.425,Battery Status,BATT C,4294967300.0,SysPrm
2022-01-13 16:52:04.425,Battery Status,VS,166016.0,SysPrm
2022-01-13 16:51:04.424,Battery Status,EC,0.0,SysPrm
2022-01-13 16:51:04.424,Battery Status,CS,0.0,SysPrm
2022-01-13 16:51:04.424,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 16:51:04.424,Battery Status,VS,150484.0,SysPrm
2022-01-13 17:00:04.433,Battery Status,EC,0.0,SysPrm
2022-01-13 17:00:04.433,Battery Status,CS,0.0,SysPrm
2022-01-13 17:00:04.433,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 17:00:04.433,Battery Status,VS,150236.0,SysPrm
2022-01-13 16:57:04.430,Battery Status,EC,0.0,SysPrm
2022-01-13 16:57:04.430,Battery Status,CS,0.0,SysPrm
2022-01-13 16:57:04.430,Battery Status,BATT C,24.0,SysPrm
2022-01-13 16:57:04.430,Battery Status,VS,178660.0,SysPrm
2022-01-13 16:56:04.429,Battery Status,EC,0.0,SysPrm
2022-01-13 16:56:04.429,Battery Status,CS,0.0,SysPrm
2022-01-13 16:56:04.429,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 16:56:04.429,Battery Status,VS,150385.0,SysPrm
2022-01-13 16:55:04.428,Battery Status,EC,0.0,SysPrm
2022-01-13 16:55:04.428,Battery Status,CS,0.0,SysPrm
2022-01-13 16:55:04.428,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 16:55:04.428,Battery Status,VS,150285.0,SysPrm
2022-01-13 16:54:04.427,Battery Status,EC,0.0,SysPrm
2022-01-13 16:54:04.427,Battery Status,CS,0.0,SysPrm
2022-01-13 16:54:04.427,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 16:54:04.427,Battery Status,VS,150385.0,SysPrm
2022-01-13 16:53:04.426,Battery Status,EC,0.0,SysPrm
2022-01-13 16:53:04.426,Battery Status,CS,0.0,SysPrm
2022-01-13 16:50:04.423,Battery Status,EC,0.0,SysPrm
